2024-10-14 17-57-30 top info:
Tasks: 447 total,   3 running, 443 sleeping,   0 stopped,   1 zombie
  Mem:  6078876K total,  2994620K used,  3084256K free,    18924K buffers
 Swap:  3343376K total,        0K used,  3343376K free,  1136196K cached
800%cpu 232%user   0%nice 293%sys 271%idle   0%iow   0%irq   4%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  599 shell        20   0  11G  14M 5.2M S  139   0.2   0:25.12 adbd --root_seclabel=u:r:su:s0
 5215 shell        20   0  25M 4.1M 3.6M R  114   0.0   0:00.03 app_process /system/bin com.android.commands.monkey.Monkey -p com.yangcong345.android.phone -v -v -v -s 1000 --ignore-crashes --ignore-timeouts --ignore-security-exceptions --kill-process-after-error --pct-appswitch 20 --pct-touch 40 --pct-motion 10 --pct-trackball 0 --pct-anyevent 10 --pct-flip 0 --pct-pinchzoom 0 --throttle 1000 1200000000
 3940 u0_a69       16  -4  32G 268M 173M S 42.8   4.5   0:10.80 com.yangcong345.android.phone
 3089 u0_a63       20   0  15G 188M  79M S  0.0   3.1   0:09.02 com.yangcong345.cloud.ui.launcher
 3087 system       20   0  14G  94M  45M S  0.0   1.5   0:00.14 com.android.keychain
 3085 u0_a53       20   0  16G 169M  75M S  0.0   2.8   0:18.25 com.yangcong345.cloud.launcher
 3059 u0_a109      20   0  14G 119M  66M S  0.0   2.0   0:01.21 com.android.providers.media.module
 3013 system       20   0  14G  91M  42M S  0.0   1.5   0:00.13 com.mediatek.voicecommand
 3009 u0_a84       20   0  14G 100M  50M S  0.0   1.6   0:00.24 com.adups.fota
 2931 u0_a58       20   0  14G  98M  48M S  0.0   1.6   0:00.13 com.mediatek.batterywarning
 2929 shell        20   0  13G 120M  90M S  0.0   2.0   0:00.73 com.android.commands.monkey
 2911 system       20   0  10G 4.2M 3.5M S  0.0   0.0   0:00.00 batterywarning
 2910 system       20   0  14G 117M  63M S  0.0   1.9   0:00.51 com.android.deskclock
 2847 root         20   0    0    0    0 I  0.0   0.0   0:00.30 [kworker/2:2-events_freezable]
 2814 root          0 -20    0    0    0 I  0.0   0.0   0:00.79 [kworker/u17:3-fpsgo_notifier_wq]
 2754 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2481 u0_a95       10 -10  14G 158M 101M S  0.0   2.6   0:01.10 com.android.launcher3
 2385 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2325 root         20   0    0    0    0 I  0.0   0.0   0:00.11 [kworker/0:2-events]
 2237 u0_a110      20   0  14G  93M  44M S  0.0   1.5   0:00.17 android.ext.services
 2217 system       20   0  14G 144M  91M S  0.0   2.4   0:00.83 com.android.settings
 2204 webview_zygote 20 0 1.7G  76M  35M S  0.0   1.2   0:00.07 webview_zygote
 2192 radio        20   0  14G 129M  77M S  0.0   2.1   0:01.10 com.android.phone
 2157 secure_element 20 0  14G  89M  40M S  0.0   1.5   0:00.09 com.android.se
 2141 network_stack 20  0  14G 113M  62M S  0.0   1.9   0:00.80 com.android.networkstack.process
 1910 u0_a96       20   0  15G 264M 176M S  0.0   4.4   0:17.30 com.android.systemui
 1880 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:2-events]
 1870 wifi         20   0  11G  15M  13M S  0.0   0.2   0:00.19 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -dd -g@android:wpa_wlan0
 1852 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:2-mm_percpu_wq]
 1829 root         10 -10    0    0    0 S  0.0   0.0   0:00.21 [rx_thread]
 1828 root         10 -10    0    0    0 S  0.0   0.0   0:00.85 [hif_thread]
 1792 root          0 -20    0    0    0 I  0.0   0.0   0:00.65 [kworker/u17:2-mali_jd]
 1762 wifi         20   0  10G 8.9M 7.6M S  0.0   0.1   0:00.12 android.hardware.wifi@1.0-service-lazy
 1200 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_event_type]
 1170 root         20   0    0    0    0 I  0.0   0.0   0:00.71 [kworker/u16:15-events_unbound]
 1169 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/u16:14-events_unbound]
 1168 root         20   0    0    0    0 I  0.0   0.0   0:00.34 [kworker/u16:13-kverityd]
 1167 root         20   0    0    0    0 I  0.0   0.0   0:00.38 [kworker/u16:12-kverityd]
 1166 root         20   0    0    0    0 I  0.0   0.0   0:00.60 [kworker/u16:11-ged_kpi]
  877 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:2-mm_percpu_wq]
  814 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
  800 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:4]
  761 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_eint_wq]
  760 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fm_timer_wq]
  746 shell        20   0  10G 3.7M 2.9M S  0.0   0.0   0:00.07 connsyslogger
  729 system       20   0  10G 4.9M 4.1M S  0.0   0.0   0:00.01 netdagent
  726 root         20   0  11G  10M 8.5M S  0.0   0.1   0:00.10 update_engine --logtostderr --logtofile --foreground
  724 system       20   0  10G 4.7M 3.8M S  0.0   0.0   0:00.02 gatekeeperd /data/misc/gatekeeper
  722 mediacodec   20   0  11G  20M  16M S  0.0   0.3   0:00.57 media.swcodec oid.media.swcodec/bin/mediaswcodec
  720 wifi         20   0  10G 3.5M 2.9M S  0.0   0.0   0:00.01 wlan_assistant
  717 media        20   0  24M 5.4M 4.5M S  0.0   0.0   0:00.03 vpud -f
  715 system       20   0  10G  18M  15M S  0.0   0.3   0:01.57 vendor.mediatek.hardware.pq@2.2-service
  710 system       20   0  14M 3.4M 2.8M S  0.0   0.0   0:00.01 thermalloadalgod
  707 system       20   0  10G 3.3M 2.7M S  0.0   0.0   0:00.01 thermal
  703 system       20   0  10G 3.5M 2.9M S  0.0   0.0   0:00.01 getgameserver
  698 cameraserver 20   0  11G  63M  46M S  0.0   1.0   0:00.68 camerahalserver
  695 mediacodec   20   0  47M  13M  10M S  0.0   0.2   0:00.16 media.codec hw/android.hardware.media.omx@1.0-service
  693 wifi         20   0  10G 6.8M 5.7M S  0.0   0.1   0:00.07 wificond
  669 root         30  10  10G 6.2M 4.9M S  0.0   0.1   0:00.06 storaged
  665 shell        20   0  10G 4.5M 3.7M S  0.0   0.0   0:00.01 netdiag
  664 system       20   0  11G  10M 5.8M S  0.0   0.1   0:01.99 mobile_log_d
  662 media        20   0  72M  24M  20M S  0.0   0.4   0:00.88 mediaserver
  661 media        20   0  10G 7.8M 6.4M S  0.0   0.1   0:00.11 media.metrics diametrics
  660 mediaex      20   0  11G  27M  23M S  0.0   0.4   0:00.29 media.extractor aextractor
  658 root         20   0  10G 7.3M 5.3M S  0.0   0.1   0:00.69 installd
  657 system       20   0  10G 4.0M 3.3M S  0.0   0.0   0:00.01 thermald
  651 incidentd    20   0  10G 5.3M 4.4M S  0.0   0.0   0:00.02 incidentd
  634 cameraserver 20   0  11G  25M  21M S  0.0   0.4   0:00.23 cameraserver
  630 shell        20   0  10G 4.5M 3.8M S  0.0   0.0   0:00.02 lbs_dbg
  625 gps          20   0  11G 8.0M 6.7M S  0.0   0.1   0:00.05 mnld
  617 system       20   0  11G  43M  24M S  0.0   0.7   0:00.14 android.hardware.neuralnetworks@1.3-service-mtk-neuron
  613 nobody       20   0  10G 4.1M 3.2M S  0.0   0.0   0:00.02 traced
  612 root         20   0    0    0    0 I  0.0   0.0   0:00.11 [kworker/u16:10-events_unbound]
  609 nobody       20   0  10G 3.7M 3.0M S  0.0   0.0   0:00.02 traced_probes
  603 drm          20   0  30M 7.4M 6.2M S  0.0   0.1   0:00.06 drmserver
  597 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [mtk_wmtd_worker]
  596 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [mtk_wmtd]
  595 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_stp_btm]
  594 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_stp_psm]
  558 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  555 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  554 root          0 -20    0    0    0 I  0.0   0.0   0:00.11 [kworker/4:2H-kblockd]
  543 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:2H-kblockd]
  542 system       20   0  10G 7.0M 5.9M S  0.0   0.1   0:00.03 fpsgo
  518 system       20   0  14M 3.7M 3.0M S  0.0   0.0   0:00.13 fuelgauged
  510 system       -3  -8  11G  71M  48M S  0.0   1.1   0:18.50 surfaceflinger
  509 gpu_service  20   0  10G 7.8M 6.5M S  0.0   0.1   0:00.05 gpuservice
  506 credstore    20   0  10G 7.9M 6.7M S  0.0   0.1   0:00.02 credstore /data/misc/credstore
  504 audioserver  20   0  11G  30M  24M S  0.0   0.4   0:01.58 audioserver
  503 system       20   0  10G 6.3M 5.3M S  0.0   0.1   0:00.01 android.hardware.vibrator-service.mediatek
  501 root         20   0  10G 6.2M 5.1M S  0.0   0.1   0:00.02 vendor.mediatek.hardware.nvram@1.1-service
  500 root         20   0  11G  12M 8.7M S  0.0   0.2   0:00.44 vendor.mediatek.hardware.mtkpower@1.0-service
  499 system       20   0  10G 6.4M 5.4M S  0.0   0.1   0:00.32 android.hardware.memtrack-service.mediatek
  498 system       20   0  10G 6.1M 5.1M S  0.0   0.1   0:00.03 android.hardware.lights-service.mediatek
  496 system       20   0  10G 5.9M 4.8M S  0.0   0.0   0:00.04 lbs_hidl_service
  495 root         20   0  10G 5.8M 4.9M S  0.0   0.0   0:00.06 android.hardware.usb@1.2-service-mediatekv2
  493 system       20   0  10G 5.4M 4.5M S  0.0   0.0   0:00.05 android.hardware.thermal@2.0-service.mtk
  491 mediacodec   20   0  56M  16M  13M S  0.0   0.2   0:00.58 android.hardware.media.c2@1.2-mediatek
  489 system       20   0  10G 5.5M 4.6M S  0.0   0.0   0:00.11 android.hardware.health@2.1-service
  485 system       -3  -8  11G  18M  15M S  0.0   0.3   0:03.81 android.hardware.graphics.composer@2.1-service
  484 system       20   0  10G 9.0M 7.4M S  0.0   0.1   0:00.21 android.hardware.graphics.allocator@4.0-service-mediatek
  483 system       20   0  10G 9.0M 7.6M S  0.0   0.1   0:00.06 android.hardware.gnss-service.mediatek
  482 system       20   0  10G 6.1M 5.2M S  0.0   0.1   0:00.02 android.hardware.gatekeeper@1.0-service
  481 media        20   0  10G  10M 8.2M S  0.0   0.1   0:00.06 android.hardware.drm@1.4-service.widevine
  480 media        20   0  10G 8.2M 7.0M S  0.0   0.1   0:00.04 android.hardware.drm@1.4-service.clearkey
  478 bluetooth    20   0  10G 5.5M 4.6M S  0.0   0.0   0:00.01 android.hardware.bluetooth@1.1-service-mediatek
  477 audioserver  20   0  60M  21M  13M S  0.0   0.3   0:01.41 android.hardware.audio.service.mediatek
  476 system       20   0  10G 3.3M 2.6M S  0.0   0.0   0:00.01 android.hidl.allocator@1.0-service
  474 root         20   0  10G 3.9M 2.9M S  0.0   0.0   0:00.03 ip6tables-restore --noflush -w -v
  473 root         20   0  10G 4.0M 2.9M S  0.0   0.0   0:00.04 iptables-restore --noflush -w -v
  469 root         20   0 1.7G 172M 133M S  0.0   2.9   0:04.15 zygote
  468 root         20   0  14G 196M 148M S  0.0   3.3   0:04.28 zygote64
  467 root         20   0  11G  11M 9.1M S  0.0   0.1   0:00.65 netd
  466 statsd       20   0  10G 5.2M 4.3M S  0.0   0.0   0:00.45 statsd
  439 tombstoned   20   0  10G 2.9M 2.3M S  0.0   0.0   0:00.02 tombstoned
  429 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  428 root         20   0    0    0    0 S  0.0   0.0   0:00.31 [jbd2/dm-9-8]
  409 system       20   0  10G 7.3M 6.2M S  0.0   0.1   0:00.03 android.hardware.keymaster@4.1-service
  408 keystore     20   0  10G  15M  12M S  0.0   0.2   0:00.13 keystore2 /data/misc/keystore
  407 system       20   0  10G 4.7M 3.9M S  0.0   0.0   0:01.00 android.system.suspend@1.0-service
  406 system       20   0  10G 3.9M 3.3M S  0.0   0.0   0:00.02 wmt_launcher -p /vendor/firmware/ -o 1
  403 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  402 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p13]
  398 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  397 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p14]
  393 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  392 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p16]
  388 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  384 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  383 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p15]
  378 root         20   0  10G 5.4M 4.6M S  0.0   0.0   0:00.02 android.hardware.boot@1.2-service
  377 root         20   0  10G 9.0M 7.0M S  0.0   0.1   0:00.16 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
  371 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [psimon]
  370 system       20   0  10G 4.8M 4.0M S  0.0   0.0   0:00.02 vndservicemanager /dev/vndbinder
  369 system       20   0  10G 6.6M 5.1M S  0.0   0.1   0:00.34 hwservicemanager
  368 system       20   0  10G 5.4M 4.2M S  0.0   0.0   0:01.08 servicemanager
  367 lmkd         -2   0  10G 3.0M 2.4M S  0.0   0.0   0:00.13 lmkd
  366 logd         18  -2  10G 6.9M 4.5M S  0.0   0.1   0:05.41 logd
  338 root         20   0  10G 8.8M 6.3M S  0.0   0.1   0:01.14 ueventd
  336 root         20   0  10G 7.9M 5.7M S  0.0   0.1   0:00.52 init subcontext u:r:vendor_init:s0 16
  333 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/2:1H-kblockd]
  332 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
  331 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
  330 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
  329 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
  328 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/134-hxcommo]
  327 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
  326 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:1H-kblockd]
  325 root          0 -20    0    0    0 I  0.0   0.0   0:00.11 [kworker/5:1H-kblockd]
  324 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/3:1H-kblockd]
  323 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  322 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  320 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  319 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  318 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  317 root          0 -20    0    0    0 I  0.0   0.0   0:00.12 [kworker/7:1H-kblockd]
  316 root         20   0    0    0    0 I  0.0   0.0   0:00.22 [kworker/u16:9-events_unbound]
  315 root         20   0    0    0    0 I  0.0   0.0   0:00.26 [kworker/u16:8-ged_kpi]
  314 root         20   0    0    0    0 I  0.0   0.0   0:00.16 [kworker/u16:7-kverityd]
  313 root         20   0    0    0    0 I  0.0   0.0   0:00.51 [kworker/u16:6-events_unbound]
  310 root         20   0    0    0    0 I  0.0   0.0   0:01.29 [kworker/u16:3-adb]
  309 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  307 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  306 root          0 -20    0    0    0 I  0.0   0.0   0:00.14 [kworker/0:1H-kblockd]
  305 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  304 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  303 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  302 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  301 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  299 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  298 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p11]
  297 root          0 -20    0    0    0 I  0.0   0.0   0:00.16 [kworker/1:1H-kblockd]
  294 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
  289 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [charger_thread]
  288 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
  287 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/142-extcon_]
  286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [extcon_usb]
  285 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
  284 root          0 -20    0    0    0 I  0.0   0.0   0:00.11 [kworker/6:1H-kblockd]
  283 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mmc_complete]
  282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
  281 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
  280 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
  279 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_GPU]
  278 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_CCI]
  277 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_B]
  276 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_L]
  275 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:6]
  274 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
  273 root         20   0    0    0    0 D  0.0   0.0   0:00.37 [ipi_cpu_dvfs_rt]
  272 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:3-events]
  271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
  270 root         20   0    0    0    0 I  0.0   0.0   0:00.14 [kworker/5:1-pm]
  269 root         20   0    0    0    0 I  0.0   0.0   0:00.16 [kworker/4:1-events]
  268 root         20   0    0    0    0 I  0.0   0.0   0:00.13 [kworker/3:1-mm_percpu_wq]
  267 root         20   0    0    0    0 I  0.0   0.0   0:00.01 [kworker/2:1-mm_percpu_wq]
  265 root         20   0    0    0    0 I  0.0   0.0   0:00.03 [kworker/6:2-mm_percpu_wq]
  264 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/151-1124000]
  263 root         20   0    0    0    0 I  0.0   0.0   0:00.01 [kworker/0:1-events]
  262 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
  261 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
  260 root         RT   0    0    0    0 S  0.0   0.0   0:00.14 [irq/153-3-001a]
  259 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
  258 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
  257 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [chgdet_thread]
  256 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [power_misc_thre]
  255 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [battery_thread]
  254 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [gauge_coulomb_t]
  253 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-enc]
  252 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-dec]
  251 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
  250 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
